Date,Open,High,Low,Close,Adj Close,Volume
2006-08-18,34.339565,34.393005,33.319408,33.319408,29.638800,5156
2006-08-21,33.319408,34.335682,33.319408,34.069469,30.306004,6813
2006-08-22,33.896526,34.109303,33.274715,33.554527,29.847940,6813
2006-08-23,33.386448,35.404419,33.386448,35.049793,31.178036,31690
2006-08-24,34.695168,35.049793,34.628128,34.907944,31.051851,5928
2006-08-25,34.894341,34.916687,34.871994,34.907944,31.051851,2624
2006-08-28,34.614525,35.049793,34.605782,34.942921,31.082973,10271
2006-08-29,34.614525,34.992470,34.605782,34.605782,30.783072,25793
2006-08-30,34.624241,34.871994,34.605782,34.605782,30.783072,183607
2006-08-31,34.605782,34.916687,34.605782,34.645615,30.818506,14759
2006-09-01,34.614525,34.871994,34.614525,34.778721,30.936905,5969
2006-09-04,34.605782,34.703911,34.605782,34.619385,30.795179,5146
2006-09-05,34.614525,34.632984,34.605782,34.614525,30.790857,76957
2006-09-06,34.695168,34.695168,34.605782,34.610638,30.787395,9479
2006-09-07,34.614525,34.819527,34.614525,34.716541,30.881590,14306
2006-09-08,34.619385,34.778721,34.605782,34.614525,30.790857,19586
2006-09-11,34.712654,35.848434,34.614525,35.041050,31.170259,10982
2006-09-12,35.316006,35.316006,34.605782,34.614525,30.790857,12371
2006-09-13,34.614525,35.049793,34.614525,34.823414,30.976662,3931
2006-09-14,34.951664,35.049793,34.716541,34.925430,31.067411,19411
2006-09-15,34.614525,34.792324,34.614525,34.721397,30.885912,8820
2006-09-18,35.493805,35.493805,34.712654,34.837017,30.988766,10807
2006-09-19,34.837017,34.837017,34.428951,34.601894,30.779610,120010
2006-09-20,34.605782,34.854504,34.605782,34.605782,30.783072,122079
2006-09-21,34.783581,34.783581,34.605782,34.605782,30.783072,10910
2006-09-22,34.695168,34.868107,34.605782,34.868107,31.016417,21511
2006-09-25,34.605782,35.049793,34.605782,34.624241,30.799494,26636
2006-09-26,36.203060,36.203060,34.605782,34.610638,30.787395,13616
2006-09-27,34.632984,35.138206,34.344425,34.605782,30.783072,171431
2006-09-28,34.605782,34.961380,34.605782,34.605782,30.783072,12402
2006-09-29,34.605782,35.049793,34.605782,34.605782,30.783072,85005
2006-10-03,34.655331,35.049793,34.610638,34.610638,30.787395,6124
2006-10-04,35.316006,35.316006,34.605782,34.605782,30.783072,4147
2006-10-05,34.610638,35.493805,34.610638,35.449112,31.533236,41056
2006-10-06,35.493805,35.493805,35.049793,35.151810,31.268782,4199
2006-10-09,34.605782,35.932961,34.605782,34.854504,31.004313,8367
2006-10-10,34.792324,35.222736,34.614525,34.703911,30.870359,6926
2006-10-11,34.695168,35.044933,34.605782,34.605782,30.783072,16395
2006-10-12,34.628128,34.761234,34.605782,34.624241,30.799494,3653
2006-10-13,35.129463,35.134319,34.605782,34.619385,30.795179,9963
2006-10-16,34.632984,35.404419,34.605782,34.605782,30.783072,8769
2006-10-17,35.404419,35.404419,34.605782,34.614525,30.790857,16262
2006-10-18,34.871994,35.217876,34.605782,35.027447,31.158163,67848
2006-10-19,35.404419,35.404419,34.605782,34.605782,30.783072,6618
2006-10-20,34.610638,35.484089,34.610638,35.098373,31.221245,2083232
2006-10-23,35.311150,35.311150,34.871994,34.871994,31.019880,16087
2006-10-26,34.871994,35.027447,34.871994,34.871994,31.019880,5557
2006-10-27,34.695168,35.036190,34.605782,34.605782,30.783072,29837
2006-10-30,34.614525,35.041050,34.605782,34.605782,30.783072,9592
2006-10-31,34.947777,41.261112,34.605782,38.253098,34.027489,353969
2006-11-01,39.309204,39.309204,38.154968,38.332767,34.098362,83770
2006-11-02,38.944862,40.817101,38.692249,40.307018,35.854530,188568
2006-11-03,41.705124,43.479233,40.821957,42.946804,38.202709,521232
2006-11-06,43.302402,43.302402,41.869324,42.139420,37.484512,76761
2006-11-07,42.503765,42.592178,37.880009,38.204517,33.984276,175548
2006-11-08,38.244350,39.930046,37.445713,38.190914,33.972172,83276
2006-11-09,39.122662,39.122662,36.824871,37.219334,33.107910,91510
2006-11-10,37.179501,38.057808,36.474133,37.511780,33.368057,71522
2006-11-13,38.251152,39.834831,37.056107,37.687637,33.524490,235152
2006-11-14,37.415592,37.886810,36.045666,36.405148,32.383678,202185
2006-11-15,35.972794,36.142822,33.908184,35.365559,31.458921,149272
2006-11-16,34.782608,36.133106,34.782608,35.885353,31.921301,188887
2006-11-17,34.986641,36.822929,33.908184,35.851349,31.891052,143796
2006-11-20,35.559872,36.244839,34.976925,35.744473,31.795973,45708
2006-11-21,35.365559,35.948505,34.214233,34.452271,30.646519,20770
2006-11-22,34.219090,34.393974,33.534126,34.092785,30.326742,27964
2006-11-23,34.296818,37.600193,34.015060,36.317707,32.305885,135830
2006-11-24,37.600193,37.600193,34.976925,35.316978,31.415707,26050
2006-11-27,36.531452,36.531452,34.976925,35.355843,31.450277,16920
2006-11-28,35.943649,35.943649,34.117077,35.064365,31.191000,36281
2006-11-29,35.098373,35.098373,34.491135,34.933205,31.074327,26081
2006-11-30,34.782608,34.782608,34.393974,34.403690,30.603308,14162
2006-12-01,33.519554,34.491135,33.519554,33.650715,29.933508,17147
2006-12-04,33.422394,34.389118,33.422394,34.049065,30.287846,26667
2006-12-05,34.102501,34.102501,33.718727,33.893612,30.149574,11486
2006-12-06,33.334953,34.491135,33.334953,34.049065,30.287846,11115
2006-12-07,33.325237,34.199657,33.325237,33.611855,29.898937,62722
2006-12-08,33.796452,33.796452,33.038620,33.407822,29.717445,8738
2006-12-11,33.422394,33.713867,33.033764,33.577847,29.868681,38668
2006-12-12,33.519554,33.995628,33.519554,33.626427,29.911901,35879
2006-12-13,33.519554,33.616711,33.519554,33.602139,29.890297,53438
2006-12-14,33.524410,34.350254,33.524410,34.019917,30.261925,47561
2006-12-15,33.237793,33.985912,33.237793,33.723583,29.998320,43568
2006-12-18,34.102501,34.248238,33.713867,34.015060,30.257599,20173
2006-12-19,37.711926,37.891666,34.005344,34.044205,30.283522,36301
2006-12-20,34.685452,34.685452,34.005344,34.495991,30.685404,26400
2006-12-21,34.199657,35.846489,34.005344,35.360699,31.454597,168899
2006-12-22,35.559872,35.851349,35.462715,35.705608,31.761406,274645
2006-12-26,35.817341,35.817341,34.491135,35.180958,31.294704,184410
2006-12-27,34.102501,35.559872,34.102501,35.001213,31.134823,172934
2006-12-28,35.180958,35.559872,35.030361,35.404419,31.493492,279554
2006-12-29,35.472431,35.919357,34.976925,35.574448,31.644735,215895
2007-01-02,35.851349,35.948505,34.976925,35.054649,31.182362,22128
2007-01-03,35.948505,36.142822,35.365559,35.953365,31.981791,475369
2007-01-04,35.997086,36.133106,35.948505,35.982510,32.007710,207568
2007-01-05,35.948505,37.201847,35.948505,37.080399,32.984333,433808
2007-01-08,36.580032,37.114403,36.434296,36.769493,32.707764,712127
2007-01-09,36.303131,36.968666,36.288559,36.905514,32.828770,311306
2007-01-10,36.531452,36.920086,36.337139,36.589748,32.547882,606207
2007-01-11,35.074081,36.521740,35.074081,36.434296,32.409603,200827
2007-01-12,37.386448,37.386448,35.584164,35.793053,31.839190,86168
2007-01-15,35.948505,36.822929,35.564732,36.453728,32.426888,275252
2007-01-16,40.223461,40.223461,37.405876,38.124847,33.913406,373051
2007-01-17,38.756374,38.858391,37.216419,37.371872,33.243610,77770
2007-01-18,37.891666,39.149864,36.920086,38.353168,34.116501,104118
2007-01-19,37.891666,38.571774,36.487732,37.444740,33.308426,36106
2007-01-22,38.085983,38.377460,37.405876,37.940247,33.749195,45513
2007-01-23,36.968666,38.275444,36.920086,38.158852,33.943653,17785
2007-01-24,37.405876,37.920815,37.405876,37.750790,33.580666,6916
2007-01-25,36.094242,37.697353,36.094242,36.686909,32.634308,34593
2007-01-29,35.482147,38.377460,35.482147,37.114403,33.014576,38123
2007-01-31,37.405876,37.405876,35.773621,36.118530,32.128712,33563
2007-02-01,35.948505,36.327423,35.462715,36.006802,32.029331,44525
2007-02-02,35.093513,36.628613,35.093513,36.079670,32.094147,126463
2007-02-05,36.079670,36.230263,34.612579,35.861061,31.899687,558224
2007-02-06,34.996357,36.045666,34.996357,35.938789,31.968828,10055
2007-02-07,35.948505,37.201847,35.083797,35.739616,31.791658,215257
2007-02-08,35.861061,36.822929,35.103230,35.623028,31.687944,71450
2007-02-09,36.920086,42.749573,36.920086,42.020889,37.379074,1771812
2007-02-12,42.147194,43.526840,39.285889,41.948021,37.314247,746926
2007-02-13,41.758560,43.721157,40.325478,42.079182,37.430916,381985
2007-02-14,41.957737,41.957737,40.097157,40.607239,36.121582,163403
2007-02-15,41.195045,41.777992,40.621811,41.311634,36.748173,180304
2007-02-19,41.000729,41.583675,40.029148,41.243622,36.687668,357180
2007-02-20,40.330338,41.573959,40.330338,41.209618,36.657413,142211
2007-02-21,41.680836,41.758560,40.616955,41.306774,36.743843,312078
2007-02-22,41.428223,41.486519,40.034004,40.995869,36.467281,40665
2007-02-23,41.097885,42.652416,40.519794,40.840416,36.329006,156795
2007-02-26,42.652416,42.652416,40.806412,41.452515,36.873474,37238
2007-02-27,40.451786,41.578819,40.451786,41.394218,36.821629,36126
2007-02-28,38.863251,40.806412,38.095699,39.179012,34.851120,57071
2007-03-01,38.863251,39.829971,37.405876,38.503765,34.250469,61075
2007-03-02,39.353897,40.388634,37.561333,40.286617,35.836372,41396
2007-03-05,37.891666,38.863251,36.444012,38.440613,34.194290,199571
2007-03-06,37.405876,39.349041,37.405876,39.028419,34.717167,103449
2007-03-07,38.960407,39.057568,35.224678,36.924946,32.846046,36476
2007-03-08,36.439156,38.863251,36.439156,38.625214,34.358501,26986
2007-03-09,38.766090,39.829971,37.143551,39.154724,34.829521,94351
2007-03-12,39.349041,39.737675,36.929802,39.363613,35.015331,63422
2007-03-13,39.815399,39.815399,38.668934,39.519066,35.153610,26256
2007-03-14,40.029148,40.029148,38.620354,39.723099,35.335102,47808
2007-03-15,39.125576,39.349041,38.105415,38.649502,34.380104,23991
2007-03-16,38.280300,39.931988,38.280300,39.557930,35.188183,32966
2007-03-19,38.377460,40.126305,38.377460,39.713383,35.326466,16879
2007-03-20,39.154724,42.258926,39.067284,41.292202,36.730873,92447
2007-03-21,41.292202,41.972309,39.820255,41.326206,36.761127,49167
2007-03-22,40.514938,40.903568,40.029148,40.485790,36.013538,13411
2007-03-23,40.344910,40.806412,39.834831,40.471214,36.000572,27233
2007-03-26,40.320621,40.903568,39.548214,40.272041,35.823406,42374
2007-03-28,40.126305,41.204762,40.029148,40.859848,36.346279,207115
2007-03-29,40.320621,41.583675,40.126305,40.976440,36.449997,62166
2007-03-30,40.806412,41.777992,40.806412,41.297058,36.735195,53623
2007-04-02,39.349041,41.331066,39.349041,40.981297,36.454319,222657
2007-04-03,40.806412,41.292202,40.612095,41.185329,36.635818,37969
2007-04-04,40.830700,40.830700,39.640514,40.082584,35.654881,10580
2007-04-05,39.057568,39.931988,39.057568,39.606510,35.231403,6978
2007-04-09,40.806412,40.806412,39.349041,40.029148,35.607346,13318
2007-04-10,39.742531,40.709255,39.742531,40.378918,35.918476,21336
2007-04-11,40.126305,40.801556,39.349041,40.306049,35.853661,134646
2007-04-12,40.383774,41.870293,40.383774,41.535099,36.946949,146647
2007-04-13,41.248482,41.486519,40.340054,40.782124,36.277149,51822
2007-04-16,41.297058,41.486519,41.292202,41.297058,36.735195,31237
2007-04-17,41.292202,41.777992,41.292202,41.292202,36.730873,37917
2007-04-18,42.069469,42.749573,41.292202,41.306774,36.743843,37125
2007-04-19,41.195045,41.389362,41.029877,41.292202,36.730873,5382
2007-04-20,41.292202,41.729416,41.292202,41.374786,36.804337,5527
2007-04-23,41.297058,41.651688,41.292202,41.292202,36.730873,4847
2007-04-24,41.423367,41.452515,41.292202,41.301918,36.739521,5485
2007-04-25,41.301918,41.340782,41.292202,41.297058,36.735195,5681
2007-04-26,41.292202,41.598251,41.195045,41.195045,36.644455,5125
2007-04-27,41.292202,41.486519,41.000729,41.000729,36.471600,6340
2007-04-30,41.777992,41.777992,41.000729,41.000729,36.471600,7142
2007-05-03,41.287346,43.711441,40.417778,42.399803,37.716129,109213
2007-05-04,41.496235,43.721157,41.496235,41.773136,37.158684,42384
2007-05-07,42.263783,42.263783,41.102745,41.520523,36.933971,16745
2007-05-08,40.709255,42.516396,40.709255,41.345638,36.778408,10333
2007-05-09,40.806412,40.806412,39.951420,40.796696,36.290108,69464
2007-05-10,41.292202,42.846733,41.292202,41.525383,36.938301,61158
2007-05-11,42.739861,44.770462,42.263783,43.760017,38.926098,158000
2007-05-14,46.052952,46.140392,44.702454,45.173672,40.183582,162096
2007-05-15,46.150108,50.133591,44.313820,48.855965,43.459114,340846
2007-05-16,49.545784,49.545784,45.217392,45.678890,40.632996,302548
2007-05-17,54.408550,54.408550,40.514938,42.249210,37.582176,1640017
2007-05-18,39.650230,42.749573,39.650230,41.452515,36.873474,204861
2007-05-21,43.138206,43.138206,39.829971,40.223461,35.780201,151670
2007-05-22,40.126305,40.223461,37.998543,38.936119,34.635056,495233
2007-05-23,37.459316,41.190186,37.459316,40.587807,36.104305,345066
2007-05-24,40.223461,40.320621,38.183144,38.965263,34.660988,231282
2007-05-25,39.543358,39.543358,36.045666,38.979839,34.673950,508336
2007-05-28,36.444012,40.315762,36.444012,39.193588,34.864086,124209
2007-05-29,39.601650,40.029148,38.571774,38.974979,34.669621,109604
2007-05-30,38.960407,39.349041,36.920086,37.561333,33.412132,132999
2007-05-31,37.561333,38.960407,36.434296,37.983967,33.788090,79818
2007-06-01,39.834831,40.320621,38.149136,38.790382,34.505417,180087
2007-06-04,39.640514,39.640514,37.503036,38.003399,33.805378,104139
2007-06-05,36.531452,39.232449,36.531452,38.858391,34.565918,105240
2007-06-06,39.737675,39.834831,38.202576,38.664074,34.393070,63535
2007-06-07,38.668934,39.008987,38.085983,38.882683,34.587521,97511
2007-06-08,38.085983,38.843819,37.464172,38.217148,33.995510,31031
2007-06-11,37.313576,38.766090,37.313576,38.032547,33.831306,739186
2007-06-12,38.474617,39.057568,36.142822,37.911098,33.723267,130920
2007-06-13,37.410736,38.377460,36.550884,37.114403,33.014576,169414
2007-06-14,37.308720,38.358028,37.162983,37.964539,33.770809,170135
2007-06-15,37.886810,38.110275,37.337868,37.838230,33.658440,229872
2007-06-18,37.503036,37.867378,36.482876,36.861794,32.789864,65974
2007-06-19,37.260139,37.260139,36.682049,36.915230,32.837402,44268
2007-06-20,36.920086,37.114403,35.948505,36.317707,32.305885,305316
2007-06-21,36.434296,36.434296,35.948505,36.327423,32.314526,148119
2007-06-22,36.094242,36.230263,35.365559,35.822201,31.865114,232908
2007-06-25,35.754189,36.531452,35.282974,35.666748,31.726837,75320
2007-06-26,35.948505,35.948505,34.495991,34.972069,31.108900,221134
2007-06-27,35.462715,37.891666,35.074081,36.327423,32.314526,603119
2007-06-28,36.434296,37.891666,36.337139,36.856934,33.050732,256808
2007-06-29,36.337139,37.308720,36.337139,36.774349,32.976681,25525
2007-07-02,36.929802,37.114403,36.531452,36.886082,33.076874,42116
2007-07-03,36.920086,37.211559,36.337139,36.686909,32.898270,37454
2007-07-04,36.920086,36.920086,35.851349,35.953365,32.240475,40820
2007-07-05,36.269127,36.614040,35.074081,35.593880,31.918119,60036
2007-07-06,35.462715,35.462715,34.976925,35.229534,31.591389,62475
2007-07-09,35.948505,36.434296,35.316978,35.482147,31.817923,68064
2007-07-10,35.938789,36.327423,35.462715,35.623028,31.944248,120422
2007-07-11,34.491135,37.211559,34.491135,36.487732,32.719650,175939
2007-07-12,36.915230,36.920086,35.948505,36.171970,32.436501,140183
2007-07-13,37.211559,37.881950,36.201118,36.453728,32.689171,221041
2007-07-16,35.948505,36.920086,35.948505,36.463444,32.697880,84151
2007-07-17,36.798637,37.396160,36.725773,37.099831,33.268547,109748
2007-07-18,37.109547,37.109547,36.356571,36.458588,32.693523,108843
2007-07-19,36.550884,37.881950,36.546028,37.629341,33.743370,86086
2007-07-20,37.629341,37.891666,37.405876,37.405876,33.542984,57226
2007-07-23,37.162983,37.891666,37.162983,37.556473,33.678032,23940
2007-07-24,37.697353,37.881950,37.405876,37.488461,33.617039,126227
2007-07-25,37.891666,37.891666,36.531452,36.973522,33.155293,9870
2007-07-26,37.784794,37.784794,36.920086,36.963806,33.146568,10241
2007-07-27,36.822929,36.822929,36.050522,36.575176,32.798073,18433
2007-07-30,36.667477,36.667477,35.176098,35.593880,31.918119,51225
2007-07-31,35.948505,36.725773,35.904785,36.011658,32.292755,236809
2007-08-01,35.559872,36.920086,35.496719,36.239979,32.497482,121070
2007-08-02,36.725773,37.211559,36.536312,36.774349,32.976681,30105
2007-08-03,36.920086,36.920086,35.948505,36.074810,32.349373,1471384
2007-08-06,36.337139,36.337139,35.365559,35.773621,32.079296,9314
2007-08-07,36.453728,36.920086,35.948505,36.618896,32.837280,40830
2007-08-08,36.725773,36.774349,35.948505,35.997086,32.279675,11558
2007-08-09,36.725773,36.725773,35.948505,36.439156,32.676098,34757
2007-08-10,36.434296,36.434296,35.462715,35.967937,32.253548,26132
2007-08-13,36.628613,38.377460,36.628613,37.949963,34.030891,92838
2007-08-14,37.891666,37.891666,36.934662,37.775078,33.874062,89874
2007-08-16,37.697353,37.891666,35.579304,35.870777,32.166416,6968
2007-08-17,35.759048,36.434296,34.005344,35.467571,31.804852,41262
2007-08-20,34.588291,36.327423,34.588291,35.234394,31.595747,11702
2007-08-21,35.171242,35.559872,34.831188,34.938061,31.330015,17147
2007-08-22,32.664562,34.991497,32.664562,34.495991,30.933599,11609
2007-08-23,37.405876,37.405876,34.005344,34.481419,30.920538,53099
2007-08-24,34.204517,34.481419,34.005344,34.121933,30.598171,5835
2007-08-27,33.130920,37.697353,33.130920,35.219818,31.582682,68980
2007-08-28,36.337139,36.385715,35.030361,35.380131,31.726444,16581
2007-08-29,33.077484,36.142822,33.077484,35.909641,32.201267,15716
2007-08-30,34.976925,36.434296,34.976925,35.963078,32.249191,27203
2007-08-31,37.206703,37.396160,36.371143,36.570316,32.793713,20214
2007-09-03,36.434296,36.434296,35.462715,35.666748,31.983458,14059
2007-09-04,35.948505,36.434296,35.657032,35.831917,32.131577,19473
2007-09-05,35.948505,36.045666,35.268398,35.316978,31.669809,23312
2007-09-06,35.316978,35.657032,34.976925,34.991497,31.377930,9829
2007-09-07,34.685452,35.948505,34.588291,34.641727,31.064285,48652
2007-09-10,34.641727,35.647316,34.393974,34.957493,31.347446,52275
2007-09-11,34.976925,35.316978,34.564003,35.069225,31.447641,49486
2007-09-12,34.976925,35.341267,34.855476,34.976925,31.364872,6021
2007-09-13,34.685452,35.171242,34.685452,34.991497,31.377930,10961
2007-09-14,35.452999,35.627884,34.976925,35.244110,31.604458,43074
2007-09-17,35.754189,35.754189,34.112217,34.670876,31.090425,13442
2007-09-18,34.102501,35.064365,34.102501,35.006073,31.391014,17270
2007-09-19,36.142822,36.142822,34.821472,34.996357,31.382294,43629
2007-09-20,35.462715,35.462715,34.976925,34.996357,31.382294,20307
2007-09-21,35.559872,35.559872,34.976925,34.976925,31.364872,61950
2007-09-24,34.481419,35.462715,34.481419,35.074081,31.452000,1366391
2007-09-25,36.434296,36.434296,33.811028,34.962353,31.351809,30270
2007-09-26,35.448139,35.448139,34.831188,34.952637,31.343094,56968
2007-09-27,35.899925,35.899925,34.393974,34.986641,31.373590,68301
2007-09-28,34.976925,36.920086,34.685452,35.409279,31.752584,276713
2007-10-01,33.519554,35.360699,33.519554,34.500851,30.937962,20142
2007-10-03,34.782608,34.976925,33.237793,33.456402,30.001371,59233
2007-10-04,35.462715,35.462715,33.325237,34.180229,30.650450,93322
2007-10-05,34.491135,34.874908,33.626427,34.282246,30.741932,50422
2007-10-08,34.393974,35.171242,33.665291,34.967209,31.356159,169754
2007-10-09,34.005344,35.462715,34.005344,35.321835,31.674162,152246
2007-10-10,34.005344,35.899925,33.038620,34.976925,31.364872,146029
2007-10-11,34.005344,34.976925,34.005344,34.806896,31.212404,61775
2007-10-12,34.491135,34.976925,33.908184,34.291962,30.750643,54869
2007-10-15,34.879765,34.879765,33.713867,33.898468,30.397787,24105
2007-10-16,33.033764,34.005344,32.091328,33.840176,30.345514,84964
2007-10-17,33.519554,34.005344,31.090599,33.845032,30.349865,3170
2007-10-18,34.491135,34.491135,31.187757,32.552830,29.191109,275581
2007-10-19,32.547970,32.547970,31.197474,31.863007,28.572525,15479
2007-10-22,33.908184,34.005344,32.450813,32.674278,29.300016,28479
2007-10-23,33.033764,33.422394,32.353657,32.683994,29.308733,24794
2007-10-24,32.062180,33.709011,32.062180,33.509838,30.049290,34623
2007-10-25,33.033764,33.713867,33.033764,33.033764,29.622379,76823
2007-10-26,33.033764,33.228077,32.654846,33.033764,29.622379,22540
2007-10-29,33.033764,33.349525,32.450813,32.795727,29.408924,48148
2007-10-30,31.921301,32.839447,31.683264,32.543114,29.182402,71152
2007-10-31,32.693710,32.737431,32.062180,32.402233,29.056068,57751
2007-11-01,32.645130,32.732571,31.212048,32.290501,28.955873,99672
2007-11-02,29.924702,32.547970,29.924702,32.188484,28.864391,106980
2007-11-05,32.062180,32.834587,30.726255,32.547970,29.186750,92375
2007-11-06,33.033764,33.033764,31.624969,32.237064,28.907955,32637
2007-11-07,32.256496,32.640270,32.062180,32.062180,28.751129,41622
2007-11-08,31.965023,31.965023,31.090599,31.265484,28.036705,6010
2007-11-12,31.406363,32.062180,30.896282,31.586105,28.324221,12093
2007-11-13,31.892155,31.892155,29.419479,30.167597,27.052200,87321
2007-11-14,30.604809,31.090599,30.119019,30.172455,27.056557,34129
2007-11-15,30.799126,30.799126,29.982998,30.075296,26.969435,34315
2007-11-16,30.026718,30.604809,29.443769,30.114161,27.004286,45935
2007-11-19,29.730387,32.441097,29.633228,31.717270,28.441843,178986
2007-11-20,32.256496,34.005344,31.965023,32.557686,29.195461,167891
2007-11-21,34.005344,34.005344,32.062180,32.110760,28.794697,85098
2007-11-22,32.062180,32.547970,31.382074,32.324509,28.986370,75063
2007-11-23,32.062180,32.062180,31.469517,31.673548,28.402632,6659
2007-11-26,32.445953,32.445953,30.896282,31.236338,28.010574,22931
2007-11-27,31.586105,31.586105,30.604809,30.983727,27.784050,37238
2007-11-28,30.993441,32.047607,30.993441,31.241196,28.014929,66119
2007-11-29,31.624969,31.867865,30.216175,31.357784,28.119471,16395
2007-11-30,31.576389,32.936604,31.090599,32.159340,28.838257,98931
2007-12-03,31.576389,32.547970,31.576389,32.343941,29.003798,24887
2007-12-04,32.839447,33.422394,32.552830,32.931747,29.530899,50114
2007-12-05,34.005344,34.976925,32.645130,33.043476,29.631090,48817
2007-12-06,31.187757,34.102501,31.187757,33.388390,29.940384,69947
2007-12-07,34.870052,34.870052,33.033764,33.504978,30.044930,25494
2007-12-10,33.232937,33.903328,32.936604,33.130920,29.709501,891618
2007-12-11,33.966480,35.025505,33.087200,34.355110,30.807268,2230837
2007-12-12,34.199657,37.308720,34.199657,36.448872,32.684807,856336
2007-12-13,37.381588,38.328880,36.361427,36.589748,32.811142,325129
2007-12-14,36.434296,36.716057,34.981781,35.987370,32.270969,147470
2007-12-17,34.782608,35.948505,34.598007,34.976925,31.364872,155056
2007-12-18,33.325237,38.863251,33.325237,36.434296,32.671745,292523
2007-12-19,36.434296,36.920086,35.948505,36.011658,32.292755,121585
2007-12-20,35.948505,36.434296,34.296818,35.987370,32.270969,1683626
2007-12-24,37.639057,38.085983,35.467571,35.885353,32.179493,274428
2007-12-26,36.215691,37.114403,35.948505,35.982510,32.266602,163455
2007-12-27,36.623756,39.057568,36.142822,36.536312,32.763222,195217
2007-12-28,36.434296,42.594120,35.948505,41.675976,37.372112,2332095
2007-12-31,38.965263,43.915470,38.965263,42.671848,38.265152,631733
2008-01-01,42.263783,43.721157,41.000729,41.476803,37.193508,866432
2008-01-02,42.263783,45.858635,40.514938,44.440125,39.850815,668075
2008-01-03,45.649742,45.664318,42.263783,43.215935,38.753044,229481
2008-01-04,44.692738,49.356327,43.429680,48.627640,43.605881,732064
2008-01-07,47.607479,49.356327,44.989071,47.247997,42.368721,711119
2008-01-08,48.967693,52.402233,47.510323,49.555500,44.437927,1296474
2008-01-09,48.384747,51.182899,47.218849,49.162010,44.085056,528900
2008-01-10,48.579063,50.327908,46.781635,47.617195,42.699787,233701
2008-01-11,53.330093,53.330093,46.344425,46.980812,42.129128,103645
2008-01-14,46.635899,47.656059,44.789894,45.873207,41.135899,142437
2008-01-15,46.635899,47.612339,42.365799,43.337379,38.861938,158576
2008-01-16,42.846733,43.818314,41.875153,43.726013,39.210445,124837
2008-01-17,43.721157,46.927376,42.943890,44.799610,40.173183,248697
2008-01-18,41.884869,44.692738,37.891666,42.360943,37.986340,287891
2008-01-21,43.526840,43.526840,32.314793,34.102501,30.580751,291936
2008-01-22,35.851349,35.948505,27.306290,32.057323,28.746777,238147
2008-01-23,32.062180,38.464901,32.062180,37.367016,33.508141,79633
2008-01-24,40.310905,40.310905,33.339809,36.157394,32.423435,175466
2008-01-25,35.559872,39.349041,35.462715,39.203304,35.154797,56711
2008-01-28,38.858391,39.349041,35.559872,39.072140,35.037170,70575
2008-01-29,40.136021,40.136021,38.183144,38.916687,34.897774,24784
2008-01-30,37.405876,39.829971,36.434296,38.863251,34.849857,79365
2008-01-31,37.891666,41.195045,37.891666,39.353897,35.289841,618702
2008-02-01,39.446198,42.749573,37.896526,41.243622,36.984413,96358
2008-02-04,42.943890,42.943890,39.834831,40.126305,35.982479,24815
2008-02-05,41.175613,41.185329,38.970123,39.421909,35.350826,10858
2008-02-06,39.883411,40.699539,37.114403,38.863251,34.849857,17826
2008-02-07,38.960407,39.732815,37.891666,38.751518,34.749664,150785
2008-02-08,38.766090,40.223461,35.778481,39.154724,35.111233,43444
2008-02-11,36.482876,39.300461,33.033764,37.833374,33.926338,133040
2008-02-12,35.569588,38.766090,35.195530,38.547485,34.566700,626936
2008-02-13,38.474617,38.863251,36.531452,38.498905,34.523136,111673
2008-02-14,38.863251,41.777992,37.230991,39.528782,35.446659,157814
2008-02-15,38.916687,40.272041,38.474617,39.436481,35.363888,45369
2008-02-18,39.154724,41.680836,38.474617,40.806412,36.592346,103336
2008-02-19,41.068741,43.235367,38.911831,42.302647,37.934074,217223
2008-02-20,42.360943,42.749573,39.931988,42.108330,37.759819,92601
2008-02-21,41.865437,42.244350,40.621811,41.671120,37.367764,29879
2008-02-22,41.729416,42.069469,40.612095,41.646832,37.345982,27594
2008-02-25,40.019432,41.875153,40.019432,40.986153,36.753529,42322
2008-02-26,40.806412,40.903568,34.612579,40.602379,36.409389,47880
2008-02-27,40.709255,41.680836,39.543358,41.107601,36.862434,1601657
2008-02-28,40.709255,43.526840,39.844547,41.855721,37.533306,152442
2008-02-29,41.389362,41.486519,40.320621,41.107601,36.862434,201568
2008-03-03,40.412922,40.417778,37.988827,38.625214,34.636406,32019
2008-03-04,38.668934,38.863251,36.142822,38.440613,34.470867,54807
2008-03-05,37.600193,38.766090,35.754189,38.051979,34.122368,120967
2008-03-07,36.628613,37.697353,34.345398,36.512024,32.741444,153924
2008-03-10,34.598007,37.697353,32.742287,35.754189,32.061867,154294
2008-03-11,34.102501,36.920086,34.102501,36.356571,32.602051,5907
2008-03-12,38.571774,38.571774,35.462715,36.628613,32.845989,19998
2008-03-13,35.044933,36.701481,34.423122,35.312119,31.665447,10076
2008-03-14,37.308720,37.697353,33.538982,35.190674,31.556543,75938
2008-03-17,35.875637,35.875637,29.438911,33.305805,29.866323,173253
2008-03-18,34.442554,34.976925,31.624969,34.058781,30.541546,50422
2008-03-19,33.524410,35.559872,30.119019,31.853291,28.563814,79262
2008-03-24,29.681807,32.062180,29.681807,31.391790,28.149969,87908
2008-03-25,31.566673,31.916445,30.799126,31.576389,28.315508,134337
2008-03-26,31.284916,32.052464,30.896282,31.182899,27.962652,409415
